;nofiness;rs;rslongue;complrs;numvoie;typvoie;voie;compvoie;compldistrib;lieuditbp;commune;ligneacheminement;departement;libdepartement;telephone;statutjuridique;libstatutjuridique;categetab;libcategetab;siren;codeape;datecrea
structureej;540025020;MSP DE LONGUYON;;;7;R;ALBERT LEBRUN;B;;;322;54260 LONGUYON;54;MEURTHE ET MOSELLE;372610303;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);;;842308066;8621Z;13/09/2018
structureej;540025079;MAISON DE SANTE AUDUNOISE;MAISON DE SANTE AUDUNOISE;;1;R;DES VERGERS;;;;29;54560 AUDUN LE ROMAN;54;MEURTHE ET MOSELLE;;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);;;851836676;8621Z;01/07/2019
structureej;540025103;ASSOCIATION ASSN;ASSOCIATION POUR LA SAUVEGARDE DE LA SANTE NANCEIENNE;;32;BD;JOFFRE;;;;395;54000 NANCY;54;MEURTHE ET MOSELLE;372472626;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;851714014;8623Z;08/08/2019
structureej;540025152;SARL HANDI'BULLE;;;15;R;SAINTE COLETTE;;;;547;54500 VANDOEUVRE LES NANCY;54;MEURTHE ET MOSELLE;647309785;72;Société A Responsabilité Limitée (S.A.R.L.);;;849404421;;10/09/2019
structureej;540025194;FREE DOM NANCY;;;25;R;SAINT LAMBERT;;;;395;54000 NANCY;54;MEURTHE ET MOSELLE;383273030;72;Société A Responsabilité Limitée (S.A.R.L.);;;813059714;8810A;16/09/2019
structureej;540025228;O2 NANCY;;;62;R;RAYMOND POINCARE;;;;395;54000 NANCY;54;MEURTHE ET MOSELLE;243720202;72;Société A Responsabilité Limitée (S.A.R.L.);;;499099513;8810A;16/09/2019
structureej;540025244;AZAE THIONVILLE;;;74;R;EMILE CURICQUE;;;;575;54920 VILLERS LA MONTAGNE;54;MEURTHE ET MOSELLE;614170184;72;Société A Responsabilité Limitée (S.A.R.L.);;;495174641;9609Z;16/09/2019
structureej;540025285;3 A AIDE ET ASSISTANCE AUTONOMIE A DOM;3 A AIDE ET ASSISTANCE POUR AUTONOMIE A DOMICILE;;2;R;JEANNE D'ARC;;;;395;54000 NANCY;54;MEURTHE ET MOSELLE;383383722;72;Société A Responsabilité Limitée (S.A.R.L.);;;504127093;8810A;16/09/2019
structureej;540025343;AD'ZENITUD;;;45;R;DE NANCY;;;;115;54250 CHAMPIGNEULLES;54;MEURTHE ET MOSELLE;383182391;72;Société A Responsabilité Limitée (S.A.R.L.);;;789805561;8810A;19/09/2019
structureej;540025384;AMC SERVICES A LA PERSONNE;;;701;R;GUY PERNIN;;POLE INDUSTR. TOUL EUROPE SECT A;;528;54200 TOUL;54;MEURTHE ET MOSELLE;953021729;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;494037260;9609Z;20/09/2019
structureej;540025400;APEF SERVICES;;;2;R;BLAISE PASCAL;;;;357;54320 MAXEVILLE;54;MEURTHE ET MOSELLE;383391000;72;Société A Responsabilité Limitée (S.A.R.L.);;;808258537;9609Z;20/09/2019
structureej;540025434;ASMD;AURELIE SCE DE MAINTIEN A DOMICILE;;23;R;FABVIER;B;;;431;54700 PONT A MOUSSON;54;MEURTHE ET MOSELLE;644256022;78;Entreprise Unipersonnelle Responsabilité Limitée (E.U.R.L.);;;813678976;8810A;20/09/2019
structureej;540025475;NEC PLUS ULTRA DOMICILE;SASU DOMICILE BONHEUR - NEC PLUS ULTRA DOMICILE;;20;BD;DU 26E RI;;;;395;54000 NANCY;54;MEURTHE ET MOSELLE;383190163;95;Société par Actions Simplifiée (S.A.S.);;;851978551;8810A;20/09/2019
structureej;540025582;SI SENIOR;;;71;AV;DE LA LIBERATION;;;;304;54520 LAXOU;54;MEURTHE ET MOSELLE;662370284;72;Société A Responsabilité Limitée (S.A.R.L.);;;812289726;8810A;23/09/2019
structureej;540025608;SWEET HOME;;;4;RTE;DE CHAMPEY (RD 657);;;;431;54700 PONT A MOUSSON;54;MEURTHE ET MOSELLE;383816124;72;Société A Responsabilité Limitée (S.A.R.L.);;;809711260;8810A;23/09/2019
structureej;540025624;ASSOCIATION UN NID POUR NAITRE;;;10;AV;DU DOCTEUR HEYDENREICH;;;;395;54000 NANCY;54;MEURTHE ET MOSELLE;972880378;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;819303660;9499Z;01/04/2016
structureej;540025681;GCSMS GRANDIR VIEILLIR PAYS COLOMBEY;GCSMS GRANDIR ET VIEILLIR EN PAYS DE COLOMBEY ET SUD TOULOIS;;4;R;DE LA GARE;;;;135;54170 COLOMBEY LES BELLES;54;MEURTHE ET MOSELLE;383528400;66;Groupement de Coopération Sociale ou Médico-Sociale privé;;;879743813;8412Z;04/11/2019
structureej;540025707;MSP DES SALINES;MAISON DE SANTE PLURI-PROF MULTI-SITES DES SALINES;;2;PL;SAINT JACQUES;;;;462;54110 ROSIERES AUX SALINES;54;MEURTHE ET MOSELLE;383468700;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);;;852224427;8621Z;05/07/2019
structureej;540025798;CPTS METROPOLE NANCEIENNE;;;13;BD;JOFFRE;;GALERIE DES CHENES;;395;54000 NANCY;54;MEURTHE ET MOSELLE;610930246;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;853478345;9499Z;21/10/2020
structureej;540025814;ASSOC CDS MEDICO DENTAIRE ST GEORGES;ASSOCIATION DU CENTRE DE SANTE MEDICO DENTAIRE ST GEORGES;;21;R;SAINT GEORGES;;;;395;54000 NANCY;54;MEURTHE ET MOSELLE;;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;878311208;8621Z;10/11/2020
structureej;540025905;MSP DE DOMGERMAIN;;;47;R;DE LA ROSIERE;;;;162;54119 DOMGERMAIN;54;MEURTHE ET MOSELLE;383623300;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);;;882262934;8621Z;17/12/2020
structureej;540025921;CPTS DU SUD TOULOIS;;;4;R;DE LA GARE;;MARPA;;135;54170 COLOMBEY LES BELLES;54;MEURTHE ET MOSELLE;640964899;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;841281389;9499Z;17/12/2020
structureej;540025970;ASSOCIATION RAVH 54;ASSOCIATION RESEAU TOXICOMANIE VILLE HOPITAL 54;;12;R;D'AMERVAL;;;;395;54000 NANCY;54;MEURTHE ET MOSELLE;761228085;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;423328871;8899B;08/02/2021
structureej;540025996;ASSOC ACCES MEDECINE SANTE MOSELLE;ASSOCIATION ACCES MEDECINE SANTE MOSELLE (AMSM);;19;R;DE LA MINE;;;;430;54340 POMPEY;54;MEURTHE ET MOSELLE;620308833;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;850099474;8621Z;18/02/2021
structureej;540026028;SARL VERMEIL;;;10;R;RAYMOND POINCARE;;;;395;54000 NANCY;54;MEURTHE ET MOSELLE;383152728;72;Société A Responsabilité Limitée (S.A.R.L.);;;849524673;8810A;15/03/2021
structureej;540026069;GCS PIMM;GCS PLATEAU D'IMAGERIE MEDICALE MUTUALISE SUD LORRAINE;CHRU NANCY HOPITAL CENTRAL;29;AV;DE LATTRE DE TASSIGNY;;DEP STRAT COOP PORTE CHO8 1ER ET;CO 60034;395;54035 NANCY CEDEX;54;MEURTHE ET MOSELLE;383859619;89;Groupement de Coopération Sanitaire Privé;;;898247200;;18/12/2020
structureej;540026093;MSP DE VILLERS LES NANCY CLAIRLIEU;MAISON DE SANTE PLURIPROFESSIONNELLE DE VILLERS LES NANCY;;4000;AV;PAUL MULLER;;;;578;54600 VILLERS LES NANCY;54;MEURTHE ET MOSELLE;383444877;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);;;850737495;8621Z;13/05/2019
structureej;540026168;ASSOCIATION CDS DENTAIRE SAINT DIZIER;ASSOCIATION DU CENTRE DE SANTE DENTAIRE SAINT DIZIER;;10;R;SAINT DIZIER;;;;395;54000 NANCY;54;MEURTHE ET MOSELLE;355409209;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;898311642;8623Z;01/03/2021
structureej;540026184;MSP MAISON MEDICALE DU XAINTOIS;;;5;R;DE LA CARRIERE;;;;563;54330 VEZELISE;54;MEURTHE ET MOSELLE;383269032;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);;;842974990;8621Z;11/10/2018
structureej;540026242;MSP DE HUSSIGNY GODBRANGE;;;7;R;DE L'HOPITAL;B;;;270;54590 HUSSIGNY GODBRANGE;54;MEURTHE ET MOSELLE;382443288;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;902588151;8690F;27/11/2019
structureej;540026275;RESEAU DE CANCEROLOGIE GRAND EST NEON;;;2;ALL;DE VINCENNES;;;;547;54500 VANDOEUVRE LES NANCY;54;MEURTHE ET MOSELLE;372610480;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;842244931;9499Z;05/07/2018
structureej;540026440;CPTS DU TERRITOIRE DE BRIEY;;;10;R;JEAN JAURES;;;;536;54640 TUCQUEGNIEUX;54;MEURTHE ET MOSELLE;;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;899221055;9412Z;14/04/2021
structureej;540026531;CCAS DE LABRY;;;22;R;DES FRERES MOREL;;;;286;54800 LABRY;54;MEURTHE ET MOSELLE;382331474;17;Centre Communal d'Action Sociale;;;265400473;8899B;02/03/2022
structureej;540026564;GROUPEMENT D'INTERET PUBLIC PULSY;GROUPEMENT D'INTERET PUBLIC PULSY;;6;ALL;DE LONGCHAMP;;;;578;54600 VILLERS LES NANCY;54;MEURTHE ET MOSELLE;383971370;28;Groupement d'Intérêt Public (G.I.P.);;;130024342;8412Z;15/10/2018
structureej;540026606;CPTS DE MOSELLE ET MADON;COMMUNAUTE PROF. TERRITORIALE DE SANTE MOSELLE ET MADON;;;PL;JARLAN POPIELUSKO;;MAISON MEDICALE SAINT ANTOINE;;397;54230 NEUVES MAISONS;54;MEURTHE ET MOSELLE;;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;903883254;8899B;26/09/2021
structureej;540026689;ASSOC CENTRE DE SANTE ST GEORGES ACSG;ASSOCIATION CENTRE DE SANTE SAINT GEORGES (ACSG);;96;R;SAINT GEORGES;;;;395;54000 NANCY;54;MEURTHE ET MOSELLE;156620000;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;909487936;8623Z;07/01/2022
structureej;540026705;MSP DE GERBEVILLER;;;72;R;SAINT PIERRE;;;;222;54830 GERBEVILLER;54;MEURTHE ET MOSELLE;356150040;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);;;913186193;8621Z;19/04/2022
structureej;540026739;SAS MEDIPOLE DE NANCY;;;;R;MARIE MARVINGT;;;;395;54000 NANCY;54;MEURTHE ET MOSELLE;;95;Société par Actions Simplifiée (S.A.S.);;;491933925;8610Z;11/03/2022
structureej;540026747;MSP SAINT ANTOINE;;;;PL;JARLAN POPIELUSKO;;;;397;54230 NEUVES MAISONS;54;MEURTHE ET MOSELLE;383476565;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);;;912485893;6420Z;09/06/2022
structureej;540026762;ASSOCIATION CDS DENTAIRE DE LAXOU;;;407;AV;DE BOUFFLERS;;;;304;54520 LAXOU;54;MEURTHE ET MOSELLE;355409709;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;908403876;8623Z;08/12/2021
structureej;540026804;MSP LAXOU PROVINCES SANTE;;;2;PL;DE L'EUROPE;;BATIMENT LE MAINE;;304;54520 LAXOU;54;MEURTHE ET MOSELLE;673161228;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;853320315;9499Z;13/12/2018
structureej;540026903;ASSOCIATION EOL.CAF NANCY;ASSOC EXPERTISE OBESITE LORRAINE COORD ET APPUI AUX FILIERES;;;R;DU MORVAN;;HOP BRABOIS-10EME ET-BAT ADULTES;;547;54500 VANDOEUVRE LES NANCY;54;MEURTHE ET MOSELLE;383155041;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;911239200;8899B;15/02/2022
structureej;540026937;CPTS DU SAINTOIS;;;11;R;DU MARECHAL DE BEAUVAU;T;;;252;54740 HAROUE;54;MEURTHE ET MOSELLE;;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;904765203;8899B;14/09/2022
structureej;540026952;CPTS SEL ET EAU;COMMUNAUTES PROFESSIONNELLES TERRITORIALES DE SANTE;;2;PL;SAINT-JACQUES;;;;462;54110 ROSIERES AUX SALINES;54;MEURTHE ET MOSELLE;;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;911159358;9412Z;14/09/2022
structureej;540026978;GRAND NANCY THERMAL DEVELOPPEMENT;;;35;AV;DU 20EME CORPS;;;;395;54000 NANCY;54;MEURTHE ET MOSELLE;;95;Société par Actions Simplifiée (S.A.S.);;;843405291;7111Z;01/06/2018
structureej;540027000;02 TOUL;;;1;PL;DE LA REPUBLIQUE;;;;528;54200 TOUL;54;MEURTHE ET MOSELLE;;95;Société par Actions Simplifiée (S.A.S.);;;883802308;8810A;02/06/2020
structureej;540027026;SAS JMSAP;;;12;AV;DE LA REPUBLIQUE;;;;273;54800 JARNY;54;MEURTHE ET MOSELLE;382203232;95;Société par Actions Simplifiée (S.A.S.);;;851141408;8810A;06/06/2019
structureej;540027182;MSP D'HERSERANGE;;;100;R;DE PARIS;;;;261;54440 HERSERANGE;54;MEURTHE ET MOSELLE;;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);;;949577407;8621Z;19/10/2022
structureej;540027216;MSP DE DIARVILLE;;;49;R;DE NANCY;;;;156;54930 DIARVILLE;54;MEURTHE ET MOSELLE;383151606;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);;;951064682;8621Z;19/10/2022
structureej;540027240;SELARL RADIOLOR;;;42;R;DE VERDUN;;;;184;54270 ESSEY LES NANCY;54;MEURTHE ET MOSELLE;357545724;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);699;Entité Ayant Autorisation;477792964;8622A;09/03/2020
structureej;540027257;SAS MEDIPOLE PASTEUR;;;42;R;DU 8 MAI 1945;;;;184;54270 ESSEY LES NANCY;54;MEURTHE ET MOSELLE;383188301;95;Société par Actions Simplifiée (S.A.S.);;;949889687;7010Z;31/05/2023
structureej;540027273;IMAGERIE CARNOT;;;29;AV;CARNOT;;;;482;54130 ST MAX;54;MEURTHE ET MOSELLE;383205137;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;908414519;8622A;20/12/2021
structureej;540027281;COMMUNE DE JARNY;;;;PL;PAUL MENNEGAND;;;;273;54800 JARNY;54;MEURTHE ET MOSELLE;;3;Commune;;;215402736;8411Z;06/06/2023
structureej;540027323;MSP DES TILLEULS;;;23;R;DES TILLEULS;T;;;159;54110 DOMBASLE SUR MEURTHE;54;MEURTHE ET MOSELLE;;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);;;852520014;;24/06/2021
structureej;540027349;SARL C-MAT;;;45;R;DE NANCY;;;;115;54250 CHAMPIGNEULLES;54;MEURTHE ET MOSELLE;383182391;72;Société A Responsabilité Limitée (S.A.R.L.);;;952629178;8810A;10/05/2023
structureej;540027372;ALSMT;ASSOCIATION LORRAINE DE SANTE EN MILIEU DE TRAVAIL;;6;R;DE LA SAÔNE;;;;304;54520 LAXOU;54;MEURTHE ET MOSELLE;383963961;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;775615552;8621Z;31/08/2023
structureej;540027398;MANUFACTURE DE BACCARAT;BACCARAT;SERV AUTO PREV  SANTE AU TRAVAIL;20;R;DES CRISTALLERIES;;;;39;54120 BACCARAT;54;MEURTHE ET MOSELLE;;73;Société Anonyme (S.A.);;;760800060;;31/08/2023
structureej;540027414;CARSAT NORD EST;CAISSE D ASSURANCE RETRAITE ET DE LA SANTE AU TRAVAIL;SERV AUTO PREV  SANTE AU TRAVAIL;85;R;DE METZ;;;;395;54073 NANCY CEDEX;54;MEURTHE ET MOSELLE;;40;Régime Général de Sécurité Sociale;;;775615511;;31/08/2023
structureej;540027430;SOVAB;SOCIETE VEHICULES AUTOMOBILES BATILLY;SERV AUTO PREV  SANTE AU TRAVAIL;;ZI;;;;;51;54980 BATILLY;54;MEURTHE ET MOSELLE;;71;Société en Nom Collectif (S.N.C.);;;319851408;;31/08/2023
structureej;540027455;ETS PUBLIC SOCIAL ET MEDICO-SOCIAL;ETABLISSEMENT PUBLIC COMMUNAL SOCIAL ET MEDICO-SOCIAL;;4;PL;DE CINCINNATI;;;CS 95231;395;54052 NANCY CEDEX;54;MEURTHE ET MOSELLE;;21;Etablissement Social et Médico-Social Communal;;;200102382;;22/05/2023
structureej;540027463;APAJH 54;ASSOCIATION POUR ADULTES ET JEUNES HANDICAPES 54;;2;R;JEAN JAURES;;;;357;54320 MAXEVILLE;54;MEURTHE ET MOSELLE;383903341;61;Association Loi 1901 Reconnue d'Utilité Publique;;;320736366;8899B;14/07/1980
structureej;540027471;MSP VAL DE BRIEY SANTE;;;1;R;RAYMOND MONDON;B;;;99;54150 VAL DE BRIEY;54;MEURTHE ET MOSELLE;672027286;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);;;979475647;;23/07/2018
structureej;540027497;MSP DU PAYS HAUT;;;95;R;DE LONGWY;B;;;314;54720 LEXY;54;MEURTHE ET MOSELLE;382239094;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);;;980994131;;06/07/2023
structureej;540027513;CCOLC;COMMUNAUTE DE COMMUNES ORNE LORRAINE CONFLUENCES;;1;PL;DU GENERAL LECLERC;;;;28;54580 AUBOUE;54;MEURTHE ET MOSELLE;382220420;6;Autre Collectivité Territoriale;;;200070845;8690D;01/01/2024
structureej;540027521;MSP CHARLES V;;;27;BD;CHARLES V;B;;;395;54000 NANCY;54;MEURTHE ET MOSELLE;383320425;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);;;979693116;8621Z;26/07/2023
structureej;540027547;CLINIQUE LOUIS PASTEUR;;;7;R;PARMENTIER;;;;184;54270 ESSEY LES NANCY;54;MEURTHE ET MOSELLE;890655000;95;Société par Actions Simplifiée (S.A.S.);;;908485691;;30/11/2023
structureej;540027554;MAISON DEP DES PERSONNES HANDICAPEES;;;123;R;ERNEST ALBERT;;;CS 31030;304;54521 LAXOU CEDEX;54;MEURTHE ET MOSELLE;383974420;28;Groupement d'Intérêt Public (G.I.P.);;;130001068;8412Z;01/01/2006
structureej;540027588;DAC 54;DISPOSITIF D'APPUI A LA COORDINATION 54;;22;R;FRANCOIS DE NEUFCHATEAU;;;;395;54000 NANCY;54;MEURTHE ET MOSELLE;356667700;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;922205703;8621Z;17/11/2022
structureej;540027638;MSP DE JARVILLE LA MALGRANGE;MSP DE JARVILLE LA MALGRANGE QUARTIER DE LA CALIFORNIE;;9;R;JEAN PHILIPPE RAMEAU;;;;274;54140 JARVILLE LA MALGRANGE;54;MEURTHE ET MOSELLE;383575151;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);;;982229999;8621Z;26/06/2023
structureej;540027653;PELIDOM;ASSOCIATION PELIDOM;;79;R;DES 4 EGLISES;;;;395;54000 NANCY;54;MEURTHE ET MOSELLE;383329189;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;923782346;8810A;17/07/2023
structureej;540027703;LA CHEMINEE DE BRIQUES;;;7;R;AUGUSTE FRANCOIS;;;;329;54300 LUNEVILLE;54;MEURTHE ET MOSELLE;383740327;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);;;983857293;8621Z;21/12/2023
structureej;540027729;MSP DE FOUG;;;4;R;JEANNE D'ARC;B;;;205;54570 FOUG;54;MEURTHE ET MOSELLE;383627029;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);;;983558867;8621Z;26/01/2024
structureej;540027745;MSP DES TROIS MAISONS;;;10;R;JEAN JAURES;;;;536;54640 TUCQUEGNIEUX;54;MEURTHE ET MOSELLE;607879224;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);;;983437351;8621Z;21/12/2023
structureej;540027760;LA VAHOTTE;;;2;ALL;DU PRARUPT;;;;495;54420 SAULXURES LES NANCY;54;MEURTHE ET MOSELLE;;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);;;979582095;8621Z;09/09/2023
structureej;540027794;OXYLIA SANTE;;;;LOT;DE LA CROIX DE LORRAINE;;;RUE DU CHENE BRULE;312;54700 LESMENILS;54;MEURTHE ET MOSELLE;372750098;95;Société par Actions Simplifiée (S.A.S.);;;921761359;;16/11/2022
structureej;540027828;CPTS DU PAYS HAUT;COMMUNAUTE PROFESSIONNELLE TERRITORIALE DE SANTE DU PAYS-HAU;;11;R;SAINT LOUIS;;;;323;54400 LONGWY;54;MEURTHE ET MOSELLE;382390809;61;Association Loi 1901 Reconnue d'Utilité Publique;;;919707703;9412Z;23/08/2022
structureej;540027885;MSP LA LOUVIERE SANTE;MAISON DE SANTE PLURIPROFESSIONNELLE LA LOUVIERE SANTE;;14;GR;;B;;;498;54280 SEICHAMPS;54;MEURTHE ET MOSELLE;750811682;61;Association Loi 1901 Reconnue d'Utilité Publique;;;930678974;9412Z;17/01/2024
structureej;540027927;ASSOCIATION MAZAL 26;;;5;R;SAINT LEON;;;;395;54000 NANCY;54;MEURTHE ET MOSELLE;683972950;61;Association Loi 1901 Reconnue d'Utilité Publique;;;924205206;8622C;01/10/2023
structureej;540027943;SDIS 54;SERVICE DEPARTEMENTAL INCENDIE ET SECOURS;;46;R;DU 8 MAI 1945;;QUARTIER KLEBER;;184;54270 ESSEY LES NANCY;54;MEURTHE ET MOSELLE;383164600;2;Département;;;285400016;8425Z;01/01/1956
structureej;540027968;SERVICE CONTINUITE DES SOINS;;CENTRE COMMERCIAL LES NATIONS;23;BD;DE L'EUROPE;;;;547;54500 VANDOEUVRE LES NANCY;54;MEURTHE ET MOSELLE;383584757;61;Association Loi 1901 Reconnue d'Utilité Publique;;;318403763;7430Z;01/01/1980
structureej;540028008;ASSO DES PROF DE SANTE DE LAY ST CHRIS;ASSOCIATION DES PROFESSIONNELS DE SANTE DE LAY ST CHRISTOPHE;;31;R;DU BARON DE COURCELLES;;;;305;54690 LAY ST CHRISTOPHE;54;MEURTHE ET MOSELLE;676467026;61;Association Loi 1901 Reconnue d'Utilité Publique;;;932162688;8621Z;02/06/2023
structureej;540028024;CPTS COEUR DE MEURTHE ET MOSELLE;COMMUNAUTES PROFESSIONNELLES TERRITORIALES DE SANTE;;11;R;EMILE ZOLA;;;;115;54250 CHAMPIGNEULLES;54;MEURTHE ET MOSELLE;681826895;61;Association Loi 1901 Reconnue d'Utilité Publique;;;924232788;8899B;27/09/2023
structureej;540028263;CPTS DE LA FAIENCE ET DU CRISTAL;COMMUNAUTE PROFESSIONNELLE TERRITORIALE DE SANTE;;7;R;AUGUSTE FRANCOIS;;;;329;54300 LUNEVILLE;54;MEURTHE ET MOSELLE;;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;930288147;8899B;29/05/2024
structureej;540028313;MSP DE VILLERUPT;MAISON DE SANTE PLURIPROFESIONNELLES DE VILLERUPT;;23;R;DU MARECHAL FOCH;;;;580;54190 VILLERUPT;54;MEURTHE ET MOSELLE;668644464;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);;;931229884;;13/02/2025
structureej;540028354;ALLIANCE SAS 54;ALLIANCE SERVICE D'ACCES AUX SOINS MEURTHE ET MOSELLE;;29;AV;MAL DE LATTRE DE TASSIGNY;;;;395;54000 NANCY;54;MEURTHE ET MOSELLE;626630287;61;Association Loi 1901 Reconnue d'Utilité Publique;;;924716251;9412Z;24/01/2024
structureej;540028404;MEDIPOLE FROUARD;;;41;R;DE METZ;;;;215;54390 FROUARD;54;MEURTHE ET MOSELLE;383241106;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);;;941873390;8621Z;20/03/2025
structureej;540028420;CAMPUS DES METIERS SAINT NICOLAS;CAMPUS CATHOLIQUE DES METIERS SAINT NICOLAS;;11;R;DE LAXOU;;DOMAINE DE L'ASNEE;;578;54600 VILLERS LES NANCY;54;MEURTHE ET MOSELLE;681316028;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;923902712;8532Z;30/10/2021
structureej;540028461;NATIONS SANTE;;;23;BD;DE L'EUROPE;;;;547;54500 VANDOEUVRE LES NANCY;54;MEURTHE ET MOSELLE;622544732;61;Association Loi 1901 Reconnue d'Utilité Publique;;;924708910;9412Z;16/11/2023
structureej;540028487;ESS-OL ESS OPHTALMOLOGIE LORRAINE;ESS-OL ESS OPHTALMOLOGIE LORRAINE;;9;R;PIERRE CHALNOT;;4ÈME ÉTAGE;;395;54000 NANCY;54;MEURTHE ET MOSELLE;680730347;61;Association Loi 1901 Reconnue d'Utilité Publique;;;989530290;9412Z;15/07/2025
structureej;540028636;SOS MEDECINS NANCY;SOS MEDECINS NANCY;;14;AV;JEANNE D'ARC;;;;547;54500 VANDOEUVRE LES NANCY;54;MEURTHE ET MOSELLE;;61;Association Loi 1901 Reconnue d'Utilité Publique;699;Entité Ayant Autorisation;489172346;8621Z;08/07/1999
structureej;540028677;CPTS DE TOUL ET DU NORD TOULOIS;COMMUNAUTE PROF. TERRITORIALE DE SANTE TOUL ET NORD TOULOIS;;2;R;NATIONALE;;;;160;54385 DOMEVRE EN HAYE;54;MEURTHE ET MOSELLE;689197445;61;Association Loi 1901 Reconnue d'Utilité Publique;;;989398029;8899B;10/07/2025
structureej;540028693;COMMUNE DE JOEUF;;;30;PL;DE L'HOTEL DE VILLE;;;;280;54240 JOEUF;54;MEURTHE ET MOSELLE;382222060;3;Commune;;;215402801;8411Z;01/01/1980
structureej;540028743;OHSMOSE;;;1;R;DU VIVARAIS;;;;547;54500 VANDOEUVRE LES NANCY;54;MEURTHE ET MOSELLE;;61;Association Loi 1901 Reconnue d'Utilité Publique;;;100148261;9499Z;03/12/2025
structureej;550000046;CENTRE HOSPITALIER ST-CHARLES COMMERCY;CENTRE HOSPITALIER SAINT-CHARLES DE COMMERCY;;1;R;HENRI GARNIER;;;BP 107;122;55205 COMMERCY CEDEX;55;MEUSE;329916300;13;Etablissement Public Communal d'Hospitalisation;355;Centre Hospitalier (C.H.);265500033;8610Z;01/01/2001
structureej;550000244;ETAB SOC MEDICO-SOC COMMUNAL MR STENAY;ETABL COMMUNAL MAISON DE RETRAITE JEAN GUILLOT DE STENAY;;;R;BASSE DES REMPARTS;;;;502;55700 STENAY;55;MEUSE;329803280;21;Etablissement Social et Médico-Social Communal;;;265500215;8710A;01/01/2001
structureej;550000285;ASSOCIATION DES CMPP DE LA MEUSE;;;33;R;DU PORT;B;;BP 80526;29;55012 BAR LE DUC CEDEX;55;MEUSE;329450716;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;783381254;8891B;01/01/2001
structureej;550000293;POLYCLINIQUE DU PARC;;;53;RTE;DE BEHONNE;;;CS 50188;29;55005 BAR LE DUC CEDEX;55;MEUSE;329795858;73;Société Anonyme (S.A.);;;486720147;8610Z;01/01/2001
structureej;550000343;ACCUEIL DES JEUNES;;;12;R;ANTOINE DURENNE;;PARC BRADFER;;29;55000 BAR LE DUC;55;MEUSE;329791726;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;783380207;5590Z;01/01/2001
structureej;550000350;MAISON DE RETRAITE DE DUN;"MAISON DE RETRAITE ""EUGENIE"" DE DUN SUR MEUSE";;52;R;DE L'HOTEL DE VILLE;;;;167;55110 DUN SUR MEUSE;55;MEUSE;329809057;21;Etablissement Social et Médico-Social Communal;;;265500140;8710A;01/01/2001
